Facility Name,Activity Date,Service,Violation Description,Grade,Location
TACO BELL #410,7/2/2012,111,No Violations,G,"6900 BANCROFT AVE
OAKLAND, CA
(37.76808638108548, -122.17930287388795)"
TACO BELL #4448,7/17/2012,111,No Violations,G,"630 HEGENBERGER RD
OAKLAND, CA
(37.74652449426579, -122.1958844338834)"
TAKE 5,8/9/2012,111,No Violations,G,"360 22ND ST
OAKLAND, CA
(37.810783168218336, -122.26600195905905)"
TARGET STORES #T1422,10/22/2012,111,No Violations,G,"39201 FREMONT BLVD
FREMONT, CA
(37.54661631533173, -121.98453215032873)"
TARGET T-1926,7/23/2012,111,No Violations,G,"1057 EASTSHORE HWY
ALBANY, CA
(37.88440166953683, -122.30814418935205)"
TEMESCAL PRODUCE,10/10/2012,111,No Violations,G,"4001 BROADWAY
OAKLAND, CA
(37.827744381690934, -122.25660404385286)"
THE BRICK PIG'S HOUSE BLACK AMER,9/25/2012,111,No Violations,G,"5973 SHATTUCK AVE
OAKLAND, CA
(37.84549021068347, -122.26527291309746)"
THE ORCHARDS,10/25/2012,111,No Violations,G,"2719 FOOTHILL BLVD
OAKLAND, CA
(37.78444202598013, -122.22711527451207)"
THE WATER'S EDGE,10/11/2012,111,No Violations,G,"801 ISLAND DR
ALAMEDA, CA
(37.73826183977553, -122.23864458292775)"
THE WINE MINE,8/1/2012,111,No Violations,G,"5427 TELEGRAPH AVE
OAKLAND, CA
(37.83967838501974, -122.26199997602862)"
THREE AMIGOS,10/2/2012,111,No Violations,G,"1554 13TH AVE
OAKLAND, CA
(37.791070029336026, -122.24542547102862)"
TIFFANE'S A CUPCAKE&COOKIE BOUTIQUE,9/6/2012,111,No Violations,G,"184 S.K ST
LIVERMORE, CA
(37.680786168883, -121.76976505651157)"
TU TAI 3,9/26/2012,111,No Violations,G,"2141 MACARTHUR BLVD
OAKLAND, CA
(37.800483780693376, -122.21681770665215)"
TWO HEARTS BAKERY,9/26/2012,111,No Violations,G,"1933 DAVIS ST
SAN LEANDRO, CA
(37.7180630669975, -122.18053938661467)"
UNION EXCHANGE,11/13/2012,111,No Violations,G,"25800 CARLOS BEE BLVD
HAYWARD, CA
(37.65892004126538, -122.0626213675082)"
UPTOWN MARKET,9/19/2012,111,No Violations,G,"5635 SHATTUCK AVE
OAKLAND, CA
(37.841818771449425, -122.26474290821801)"
USA GAS #63049,10/4/2012,111,No Violations,G,"3400 SAN PABLO AVE
OAKLAND, CA
(37.82547809017706, -122.27795394882844)"
VALLEJO MILL ELEMENTARY SCHOOL,10/23/2012,111,No Violations,G,"38569 CANYON HEIGHTS DR
FREMONT, CA
(37.574648182985015, -121.95997166570851)"
VALLEYCARE HLTH SYS.-VALLEYCARE MED,10/31/2012,111,No Violations,G,"5555 W LAS POSITAS BLVD
PLEASANTON, CA
(37.691982728147764, -121.88093924577367)"
VASCO ROAD CHEVRON/MAGIC CAR WASH,11/2/2012,111,No Violations,G,"1025 N VASCO RD
LIVERMORE, CA
(37.71316176193778, -121.72422338894785)"
VICTORINE VALLEY FARMS,9/21/2012,111,No Violations,G,"21 S LIVERMORE
LIVERMORE, CA
(37.683074030768665, -121.76940862931342)"
VIDEO FACTORY,9/19/2012,111,No Violations,G,"1359 PARK ST
ALAMEDA, CA
(37.763735183585275, -122.24331637603696)"
WALGREENS,11/6/2012,111,No Violations,G,"1916 WEBSTER ST
ALAMEDA, CA
(37.77847043683402, -122.27650774776635)"
WALGREENS #09248,10/2/2012,111,No Violations,G,"2300 OTIS DR
ALAMEDA, CA
(37.75836788877808, -122.24985005464804)"
WALGREENS STORE #10526,9/13/2012,111,No Violations,G,"3250 LAKESHORE AVE
OAKLAND, CA
(37.810477398728324, -122.24480493882845)"
WAYLAND'S MEAT MARKET,9/12/2012,111,No Violations,G,"3421 FRUITVALE AVE
OAKLAND, CA
(37.79950552653156, -122.2165597059172)"
WIENERSCHNITZEL #644,11/6/2012,111,No Violations,G,"1708 WEBSTER ST
ALAMEDA, CA
(37.77635126605622, -122.27659474800319)"
WING'S DAILY RESTAURANT,8/15/2012,111,No Violations,G,"3019 FOOTHILL BLVD
OAKLAND, CA
(37.783980600447386, -122.22359359784726)"
1/4LB GIANT BURGER,7/30/2012,111,Demonstration of knowledge food manager certifica,R,"4215 MACARTHUR BLVD
OAKLAND, CA
(37.78828213104521, -122.19566598314748)"
99 RANCH MARKET DELI,9/21/2012,111,"Equipment, utensils and linens: storage and use",R,"35219 NEWARK BLVD
NEWARK, CA
(37.549076331218075, -122.04662580696524)"
AL-AWDI'S MINI MART & KITCHEN,9/11/2012,111,Demonstration of knowledge food manager certifica,R,"3841 WEST ST
OAKLAND, CA
(37.82841943931752, -122.271512893467)"
AMELIA'S DELI & BISTRO,9/18/2012,111,Hot and cold water available,R,"55 W ANGELA ST
PLEASANTON, CA
(37.65919344695948, -121.87520157122674)"
AMMA'S,11/20/2012,131,"Proper eating, tasting, drinking or tobacco use",R,"5988 NEWPARK MALL
NEWARK, CA
(37.52421305464691, -121.99843548664889)"
BANGKOK 101 THAI CUISINE RESTAURANT,10/2/2012,111,Demonstration of knowledge food manager certifica,R,"7375 AMADOR VALLEY BLVD
DUBLIN, CA
(37.71007708737727, -121.92727231672319)"
BBQ FACTORY,8/17/2012,111,Hands clean and properly washed gloves used prope,R,"46132 WARM SPRINGS BLVD
FREMONT, CA
(37.49329883235939, -121.93133477798311)"
BK'S BISTRO,10/10/2012,111,Signs posted last inspection report available,R,"3113 STEVENSON BLVD
FREMONT, CA
(37.548315621912, -121.97229181580086)"
BOMBAY GARDEN,9/4/2012,111,Demonstration of knowledge food manager certifica,R,"5995 MOWRY AVE
NEWARK, CA
(37.52517647815324, -122.0076627129223)"
BURMA SUPERSTAR,7/19/2012,111,Hot and cold water available,R,"1345 PARK ST
ALAMEDA, CA
(37.76356841657251, -122.24345086556337)"
CHAI THAI NOODLE,10/29/2012,111,Demonstration of knowledge food manager certifica,R,"545 INTERNATIONAL BLVD
OAKLAND, CA
(37.79511697846789, -122.25316863370091)"
CHEF LAU'S CHINESE SEAFOOD,10/30/2012,111,Hands clean and properly washed gloves used prope,R,"301 8TH ST
OAKLAND, CA
(37.79874264354193, -122.27023286367198)"
CHEF LIN TOP CAFE,9/27/2012,111,"No rodents, insects, birds, or animals",R,"370 12TH ST
OAKLAND, CA
(37.802246495085136, -122.27011436943063)"
CITRUS INDIAN FUSION,9/25/2012,111,Demonstration of knowledge food manager certifica,R,"6830 VILLAGE PKWY
DUBLIN, CA
(37.70666865688622, -121.92420562860326)"
CITY PIZZA,10/31/2012,111,Food contact surfaces: clean and sanitized,R,"5942 SAN PABLO AVE
OAKLAND, CA
(37.84270267044288, -122.28349829240427)"
CLAY OVEN RESTAURANT AND BAR,8/2/2012,111,Demonstration of knowledge food manager certifica,R,"2417 FIRST ST
LIVERMORE, CA
(37.68311461524646, -121.76709894871342)"
DAAWAT,9/25/2012,111,Food contact surfaces: clean and sanitized,R,"33330 ALVARADO NILES RD
UNION CITY, CA
(37.59224158129573, -122.03917507735726)"
"DENNY'S, #296",10/1/2012,111,Adequate handwashing facilities supplied & accessi,R,"601 HEGENBERGER RD
OAKLAND, CA
(37.74523158550261, -122.19622356280564)"
DOSA HUT,10/1/2012,111,Signs posted last inspection report available,R,"39180 PASEO PADRE PKWY
FREMONT, CA
(37.55307574365779, -121.98004496902594)"
DRAGON HOUSE RESTAURANT,7/6/2012,111,Adequate handwashing facilities supplied & accessi,R,"31870 ALVARADO BLVD
UNION CITY, CA
(37.59061675137619, -122.07115049051204)"
EL CHARRO MEXICAN FOOD & CANTINA,8/14/2012,111,Adequate handwashing facilities supplied & accessi,R,"186 MAPLE ST
LIVERMORE, CA
(37.68347514175059, -121.76644655822344)"
EMIL VILLA'S HICKORY PIT,8/16/2012,111,Demonstration of knowledge food manager certifica,R,"3064 PACIFIC AVE
LIVERMORE, CA
(37.67621596488011, -121.75812500753318)"
FREMONT DOSA PLACE,8/10/2012,111,Signs posted last inspection report available,R,"41043 FREMONT BLVD
FREMONT, CA
(37.531680644152026, -121.95901276642213)"
FRODO JOE'S PETIT CAFE,10/29/2012,111,Signs posted last inspection report available,R,"39286 PASEO PADRE PKWY
FREMONT, CA
(37.55249834720054, -121.97894495432685)"
GENERAL POT,8/29/2012,111,Hands clean and properly washed gloves used prope,R,"43767 BOSCELL RD
FREMONT, CA
(37.50065788339202, -121.97302253057401)"
GRAIN D'OR BAKERY,8/10/2012,111,Proper hot and cold holding temperatures,R,"2033 STONERIDGE MALL RD
PLEASANTON, CA
(37.65803000018451, -121.87721999990293)"
HAPPY VALLEY'S RESTAURANT,7/23/2012,111,Demonstration of knowledge food manager certifica,R,"400 E 12TH ST
OAKLAND, CA
(37.79581448605983, -122.25552908264255)"
HUONG LAN SANDWICHES #5,11/8/2012,111,Demonstration of knowledge food manager certifica,R,"39055 CEDAR BLVD
NEWARK, CA
(37.524391655064555, -122.00699478935243)"
JACK IN THE BOX #483,7/10/2012,111,Adequate handwashing facilities supplied & accessi,R,"1817 FIRST ST
LIVERMORE, CA
(37.68021959600452, -121.77338033106935)"
KHY'S DONUTS & SUBS,8/8/2012,111,Hands clean and properly washed gloves used prope,R,"1460 7TH ST
OAKLAND, CA
(37.80543667933813, -122.2952186281445)"
LEE GARDEN SEAFOOD,10/4/2012,111,Adequate handwashing facilities supplied & accessi,R,"5588 SPRINGDALE AVE
PLEASANTON, CA
(37.69235771893777, -121.92647660460555)"
LITTLE MADFISH,8/15/2012,111,Hands clean and properly washed gloves used prope,R,"43337 CHRISTY ST
FREMONT, CA
(37.50523342065993, -121.9708910071677)"
OLD TOWN SUSHI,10/9/2012,111,Demonstration of knowledge food manager certifica,R,"34940 NEWARK BLVD
NEWARK, CA
(37.55119089059998, -122.05045672446599)"
PANAMA BAY COFFEE CO,7/10/2012,111,Proper hot and cold holding temperatures,R,"2115 FIRST ST
LIVERMORE, CA
(37.681253816338256, -121.76980102939274)"
PHO HIEP HUNG,10/3/2012,111,Demonstration of knowledge food manager certifica,R,"401 INTERNATIONAL BLVD
OAKLAND, CA
(37.79636703608861, -122.25458056928693)"
PHO SAIGON PASTEUR,10/2/2012,111,Food separated and protected,R,"43460 GRIMMER BLVD
FREMONT, CA
(37.510972082867596, -121.96389440315717)"
PRETTY LADY RESTAURANT,9/12/2012,111,Demonstration of knowledge food manager certifica,R,"1733 PERALTA ST
OAKLAND, CA
(37.813903815659955, -122.29196538604492)"
PRINCE DIM SUM HOUSE,8/6/2012,111,Proper hot and cold holding temperatures,R,"14736 E 14TH ST
SAN LEANDRO, CA
(37.709092160276406, -122.13393549730816)"
STARBUCKS COFFEE COMPANY #7980,11/20/2012,111,Hot and cold water available,R,"5741 STEVENSON BLVD
NEWARK, CA
(37.51981651885859, -121.99021586555386)"
SUBWAY SANDWICHES & SALADS #24870,7/17/2012,111,Adequate handwashing facilities supplied & accessi,R,"26953 MISSION ST
HAYWARD, CA
(37.645604506969725, -122.06272564292328)"
THE ROTISSERIE DELI,7/19/2012,111,Proper hot and cold holding temperatures,R,"200 FRANK H OGAWA PLZ
OAKLAND, CA
(37.805684012312156, -122.27199144377414)"
TIRANGA CAFE,9/18/2012,111,Proper hot and cold holding temperatures,R,"4169 CUSHING PKWY
FREMONT, CA
(37.49042863666408, -121.9499933650658)"
37 DESSERT CAFE,8/1/2012,111,Hands clean and properly washed gloves used prope,Y,"43743 BOSCELL RD
FREMONT, CA
(37.50076838395391, -121.97317463134742)"
7-ELEVEN FOOD STORE #14178,7/30/2012,111,Demonstration of knowledge food manager certifica,Y,"4720 MACARTHUR BLVD
OAKLAND, CA
(37.78514349716295, -122.18988334249906)"
A-TOWN PIZZA,10/25/2012,111,Adequate handwashing facilities supplied & accessi,Y,"2327 BLANDING AVE
ALAMEDA, CA
(37.771262602029516, -122.23884070379759)"
AL'S NEW YORK PIZZA,7/25/2012,111,Signs posted last inspection report available,Y,"41300 FREMONT BLVD
FREMONT, CA
(37.52952191591723, -121.95848697582456)"
ALL-STAR FAST FOOD,9/17/2012,111,Proper hot and cold holding temperatures,Y,"898 W GRAND AVE
OAKLAND, CA
(37.814425422436955, -122.27822374543723)"
AMC THEATRES BAY STREET 16,9/25/2012,111,Proper hot and cold holding temperatures,Y,"5614 BAY ST
EMERYVILLE, CA
(37.833688900304594, -122.29205531824783)"
AMERICAL OAK,8/21/2012,111,Food contact surfaces: clean and sanitized,Y,"2319 SANTA CLARA AVE
ALAMEDA, CA
(37.765610222686576, -122.24243072867108)"
ANNY'S FAMILY RESTAURANT,9/28/2012,111,Hands clean and properly washed gloves used prope,Y,"5486 CENTRAL AVE
NEWARK, CA
(37.538099984764635, -122.0180833751163)"
APPLEBEE'S,7/18/2012,111,Adequate handwashing facilities supplied & accessi,Y,"30980 DYER ST
UNION CITY, CA
(37.60235675063571, -122.0696469333492)"
ASIAN GRILL,9/13/2012,111,Demonstration of knowledge food manager certifica,Y,"352 14TH ST
OAKLAND, CA
(37.8034535814507, -122.26884885757809)"
AVILA'S TAQUERIA,11/30/2012,111,Proper hot and cold holding temperatures,Y,"16841 MEEKLAND AVE
SAN LORENZO, CA
(37.68634397902406, -122.1168583937199)"
BANH THAI RESTAURANT,9/13/2012,111,Signs posted last inspection report available,Y,"39060 FREMONT BLVD
FREMONT, CA
(37.547927513412844, -121.98690062416253)"
BAY STREET CAFE,7/12/2012,111,Proper hot and cold holding temperatures,Y,"4000 BAY ST
FREMONT, CA
(37.53287467472404, -121.95934214028802)"
BEST CHINESE BBQ RESTAURANT,10/4/2012,111,Proper hot and cold holding temperatures,Y,"699 LEWELLING BLVD
SAN LEANDRO, CA
(37.686658741734334, -122.13858601394782)"
BEST LIQUORS & GROCERY,10/23/2012,111,Demonstration of knowledge food manager certifica,Y,"988 WILLIAMS ST
SAN LEANDRO, CA
(37.716741783372385, -122.16211120036458)"
BIJAN RESTAURANT,9/24/2012,111,Signs posted last inspection report available,Y,"39935 MISSION BLVD
FREMONT, CA
(37.55755716384839, -121.95228809969596)"
BINH MINH QUAN,10/31/2012,111,Hands clean and properly washed gloves used prope,Y,"338 12TH ST
OAKLAND, CA
(37.801944748527966, -122.26935327749203)"
BIRYANI BOWL,7/31/2012,111,Signs posted last inspection report available,Y,"3988 WASHINGTON BLVD
FREMONT, CA
(37.53271667820946, -121.9585209972331)"
BLACK DIAMOND CAFE,11/1/2012,111,Food contact surfaces: clean and sanitized,Y,"6399 CHRISTIE AVE
EMERYVILLE, CA
(37.84298789008756, -122.29557166738243)"
BLENDZ AT FREMONT TOYOTA,9/20/2012,131,Proper hot and cold holding temperatures,Y,"5851 CUSHING PKWY
FREMONT, CA
(37.501047668107105, -121.97747247239869)"
BOBBY'S GRILL,8/24/2012,111,Demonstration of knowledge food manager certifica,Y,"2083 NEWPARK MALL
NEWARK, CA
(37.525151296432156, -121.99757127530174)"
BOSTON MARKET #2288,9/24/2012,111,Proper hot and cold holding temperatures,Y,"3060 E 9TH ST
OAKLAND, CA
(37.77386027090212, -122.22906714425706)"
BUDDY'S BITES AND BREWS,7/10/2012,111,Adequate handwashing facilities supplied & accessi,Y,"24297 HESPERIAN BLVD
HAYWARD, CA
(37.650793779205856, -122.10901630562444)"
BUTTERCUP GRILL & BAR,10/25/2012,111,Demonstration of knowledge food manager certifica,Y,"1000 COTTON ST
OAKLAND, CA
(37.77971182433889, -122.23906729568904)"
CABANA DAVE'S CAFE,8/1/2012,111,"Proper eating, tasting, drinking or tobacco use",Y,"4444 EAST AVE
LIVERMORE, CA
(37.679913826514564, -121.74102272445515)"
CAFE TV,10/8/2012,111,Hot and cold water available,Y,"649 E 12TH ST
OAKLAND, CA
(37.79392755698226, -122.2536061970281)"
CAFFE TEATRO,7/25/2012,111,Adequate handwashing facilities supplied & accessi,Y,"300 FRANK H OGAWA PLZ
OAKLAND, CA
(37.80539622926278, -122.27127198615074)"
CALIFORNIA PIZZA KITCHEN,8/21/2012,111,Hands clean and properly washed gloves used prope,Y,"5614 BAY ST
EMERYVILLE, CA
(37.833688900304594, -122.29205531824783)"
CAPERS RESTAURANT,11/7/2012,111,Proper hot and cold holding temperatures,Y,"3384 VILLAGE DR
CASTRO VALLEY, CA
(37.69665397209486, -122.07795239728566)"
CASA OROZCO,9/6/2012,111,Proper hot and cold holding temperatures,Y,"325 S L ST
LIVERMORE, CA
(37.67921235533174, -121.7704935073553)"
CASA ROBLES MEXICAN RESTAURANT,7/11/2012,111,"Floors, walls and ceilings: built, maintained, and",Y,"494 MOWRY AVE
FREMONT, CA
(37.56767843725794, -121.9723373436114)"
CASBAH CAFE,9/18/2012,111,Proper hot and cold holding temperatures,Y,"1770 FIRST ST
LIVERMORE, CA
(37.68009792461397, -121.774083523043)"
CATERED AFFAIRS UNLIMITED,9/20/2012,111,Demonstration of knowledge food manager certifica,Y,"30970 HUNTWOOD AVE
HAYWARD, CA
(37.61210747625569, -122.05475427799668)"
CHAAT CAFE,8/14/2012,111,Signs posted last inspection report available,Y,"3954 MOWRY AVE
FREMONT, CA
(37.54885558894793, -121.98804586117848)"
CHAAT HOUSE,9/14/2012,111,Demonstration of knowledge food manager certifica,Y,"46465 MISSION BLVD
FREMONT, CA
(37.49234734449036, -121.9266950535808)"
CHANDINI,9/12/2012,111,Demonstration of knowledge food manager certifica,Y,"5748 MOWRY SCHOOL RD
NEWARK, CA
(37.52121929786554, -121.99266798415131)"
CHEMMEEN,10/16/2012,111,Demonstration of knowledge food manager certifica,Y,"7150 VILLAGE PKWY
DUBLIN, CA
(37.70934863653355, -121.9264809133374)"
CHINA STATION,8/13/2012,111,Proper hot and cold holding temperatures,Y,"3880 LAKE ARROWHEAD AVE
FREMONT, CA
(37.58651024055149, -122.06035399061898)"
CHINA VILLA,10/2/2012,111,Adequate handwashing facilities supplied & accessi,Y,"4022 EAST AVE
LIVERMORE, CA
(37.67995066285454, -121.74810565180884)"
CHINESE CUISINE,8/7/2012,111,Signs posted last inspection report available,Y,"39144 PASEO PADRE PKWY
FREMONT, CA
(37.55325529869688, -121.98038581926961)"
CHUTNEY RESTAURANT,8/14/2012,111,Signs posted last inspection report available,Y,"3352 MOWRY AVE
FREMONT, CA
(37.552423142601704, -121.98514801112934)"
CLAIM JUMPER,7/30/2012,111,Adequate handwashing facilities supplied & accessi,Y,"43330 PACIFIC CMN
FREMONT, CA
(37.550910000296426, -121.98217000044502)"
COACH SUSHI,11/20/2012,111,Demonstration of knowledge food manager certifica,Y,"532 GRAND AVE
OAKLAND, CA
(37.80864434675291, -122.25124144351216)"
COFFEE WITH A BEAT,11/15/2012,111,Demonstration of knowledge food manager certifica,Y,"458 PERKINS ST
OAKLAND, CA
(37.808956008141934, -122.25604075820257)"
COM TAM THANH RESTAURANT,10/18/2012,131,"Equipment, utensils and linens: storage and use",Y,"5733 STEVENSON BLVD
NEWARK, CA
(37.52040905532141, -121.98978380034725)"
COMALAPA RESTAURANT,11/5/2012,111,Hands clean and properly washed gloves used prope,Y,"1498 7TH ST
OAKLAND, CA
(37.805604946772476, -122.29597583159897)"
CONCANNON VINEYARD,8/21/2012,111,Adequate handwashing facilities supplied & accessi,Y,"4590 TESLA RD
LIVERMORE, CA
(37.665200918115204, -121.73965575497061)"
COURTYARD BY MARRIOTT,8/8/2012,111,Demonstration of knowledge food manager certifica,Y,"5555 SHELLMOUND ST
EMERYVILLE, CA
(37.83539761216025, -122.29293665383659)"
CREASIAN BISTRO,11/5/2012,111,"Proper eating, tasting, drinking or tobacco use",Y,"1269 MACARTHUR BLVD
SAN LEANDRO, CA
(37.729970090665404, -122.13899970208126)"
DENNY'S #0276,10/24/2012,111,Demonstration of knowledge food manager certifica,Y,"1776 POWELL ST
EMERYVILLE, CA
(37.83836537485695, -122.29537381653597)"
DRAGON BBQ EXPRESS,9/11/2012,111,"Floors, walls and ceilings: built, maintained, and",Y,"39486 FREMONT BLVD
FREMONT, CA
(37.544809295687315, -121.98086392968044)"
DUBLIN RANCH GOLF COURSE (KITCHEN),8/6/2012,111,Demonstration of knowledge food manager certifica,Y,"5900 SIGNAL HILL DR
DUBLIN, CA
(37.7258785924432, -121.85704828432739)"
EARTHY COFFEE SHOP,9/4/2012,111,Adequate handwashing facilities supplied & accessi,Y,"5506 MARTIN LUTHER KING JR WAY
OAKLAND, CA
(37.839893622497655, -122.26951963963627)"
EL AMIGO RESTAURANT,9/5/2012,111,Adequate handwashing facilities supplied & accessi,Y,"13700 DOOLITTLE DR
SAN LEANDRO, CA
(37.699792624998935, -122.17680288670965)"
EL MOLINO TORTILLERIA,9/20/2012,111,Adequate handwashing facilities supplied & accessi,Y,"5321 HOPYARD RD
PLEASANTON, CA
(37.69920917334941, -121.90478993231741)"
EL SACROMONTE,7/20/2012,111,Adequate handwashing facilities supplied & accessi,Y,"2062 FIRST ST
LIVERMORE, CA
(37.681180454984506, -121.77037898100312)"
EL TACO ZAMORANO,10/10/2012,111,Demonstration of knowledge food manager certifica,Y,"4032 FOOTHILL BLVD
OAKLAND, CA
(37.77728382014131, -122.2146500493389)"
ELITE RESTAURANT,10/9/2012,111,"Proper eating, tasting, drinking or tobacco use",Y,"4161 CUSHING PKWY
FREMONT, CA
(37.49042667494109, -121.94969241491361)"
ENCINAL YACHT CLUB,7/19/2012,111,Proper hot and cold holding temperatures,Y,"1251 PACIFIC MARINA
ALAMEDA, CA
(37.78308542052467, -122.26512370048437)"
ENGLAND ROSE GARDEN,9/24/2012,111,Hands clean and properly washed gloves used prope,Y,"39055 CEDAR BLVD
NEWARK, CA
(37.524391655064555, -122.00699478935243)"
EVERETT & JONES,7/30/2012,111,Hands clean and properly washed gloves used prope,Y,"4245 MACARTHUR BLVD
OAKLAND, CA
(37.78796775710217, -122.19542575861621)"
FALAFEL CORNER,10/4/2012,111,Proper hot and cold holding temperatures,Y,"43450 GRIMMER BLVD
FREMONT, CA
(37.51108653930804, -121.96397112670516)"
FAT FISH,9/12/2012,111,Adequate handwashing facilities supplied & accessi,Y,"14701 E 14TH ST
SAN LEANDRO, CA
(37.70910581958566, -122.13410739024187)"
FORTUNE COOKIE,10/12/2012,111,Proper hot and cold holding temperatures,Y,"1540 WEBSTER ST
ALAMEDA, CA
(37.774711361623076, -122.2766948979874)"
FOUNTAIN GARDEN SEAFOOD,11/8/2012,111,Demonstration of knowledge food manager certifica,Y,"3836 MACARTHUR BLVD
OAKLAND, CA
(37.79130385306365, -122.1983189831339)"
FRESH HARVEST MARKET,10/23/2012,111,Adequate handwashing facilities supplied & accessi,Y,"112 MAPLE ST
LIVERMORE, CA
(37.68355070911359, -121.766496700268)"
GEORGE KAYE'S,8/3/2012,111,Demonstration of knowledge food manager certifica,Y,"4044 BROADWAY
OAKLAND, CA
(37.827959876927125, -122.2563576133656)"
GOLDEN CHOPSTICK EXPRESS,10/19/2012,111,Hands clean and properly washed gloves used prope,Y,"13780 E 14TH ST
SAN LEANDRO, CA
(37.71500556943761, -122.14229123029347)"
GOURMET CHOICE,8/13/2012,111,Proper hot and cold holding temperatures,Y,"1515 CLAY ST
OAKLAND, CA
(37.80606936263707, -122.27316745450965)"
GRANADA BOWL,11/2/2012,111,Proper hot and cold holding temperatures,Y,"1620 RAILROAD AVE
LIVERMORE, CA
(37.68137972142233, -121.77625816156313)"
HANABISHI,8/9/2012,111,Proper hot and cold holding temperatures,Y,"979 E STANLEY BLVD
LIVERMORE, CA
(37.678563906112025, -121.78390552011864)"
HIDALGO LITTLE MARKET,11/13/2012,111,Demonstration of knowledge food manager certifica,Y,"106 N K ST
LIVERMORE, CA
(37.68314743830158, -121.77072700533198)"
HIDE-A-WAY CAFE,10/17/2012,111,"Communicable disease reporting, restrictions & ex",Y,"1920 DENNISON ST
OAKLAND, CA
(37.77945978193782, -122.2415314066418)"
HOME ROOM,9/12/2012,111,Adequate handwashing facilities supplied & accessi,Y,"400 40TH ST
OAKLAND, CA
(37.82846383931434, -122.26003945400475)"
HONG KONG BUFFET,8/15/2012,111,Premises personal/cleaning items vermin-proofing,Y,"41063 FREMONT BLVD
FREMONT, CA
(37.5315098463981, -121.95897998705522)"
INTERNATIONAL HOUSE OF PANCAKES,7/11/2012,111,Proper hot and cold holding temperatures,Y,"32010 DYER ST
UNION CITY, CA
(37.60097778785923, -122.07004136985151)"
